"exp1_trt","outcome1","compl1","female","age","income","religion","Hindu","imp_rel","education","ideol","empl_status","employed","marital","married","job_worry","year"
2,NA,1,1,40,2,8,0,1,6,1,7,0,1,1,NA,2006
2,NA,1,1,25,2,8,0,1,7,1,3,1,6,0,NA,2006
2,NA,1,1,53,4,8,0,1,6,10,2,1,1,1,NA,2006
4,NA,0,1,36,7,8,0,1,9,-1,1,1,1,1,NA,2006
4,NA,0,0,54,5,8,0,2,7,10,3,1,1,1,NA,2006
4,NA,0,1,23,3,6,1,2,8,-1,1,1,1,1,NA,2006
4,NA,0,0,54,1,6,1,1,2,1,7,0,1,1,NA,2006
4,NA,0,1,60,2,5,0,2,2,-1,1,1,1,1,NA,2006
4,NA,0,0,51,7,8,0,1,8,1,4,0,1,1,NA,2006
4,NA,0,0,55,7,8,0,1,7,7,7,0,1,1,NA,2006
4,NA,0,1,44,5,5,0,2,7,1,7,0,1,1,NA,2006
4,NA,0,1,40,4,6,1,2,8,10,5,0,1,1,NA,2006
4,NA,0,1,53,2,6,1,2,2,1,5,0,1,1,NA,2006
4,NA,0,0,52,3,6,1,1,7,1,7,0,1,1,NA,2006
4,NA,0,0,53,4,8,0,1,7,10,1,1,1,1,NA,2006
4,NA,0,1,22,4,6,1,2,9,-1,7,0,6,0,NA,2006
4,NA,0,1,39,4,8,0,1,8,7,5,0,1,1,NA,2006
4,NA,0,0,25,3,6,1,1,6,1,3,1,6,0,NA,2006
4,NA,0,0,51,3,5,0,2,9,1,1,1,1,1,NA,2006
4,NA,0,1,38,2,5,0,2,6,1,5,0,1,1,NA,2006
4,NA,0,1,23,9,8,0,1,9,-1,1,1,6,0,NA,2006
4,NA,0,0,48,4,6,1,2,9,7,1,1,1,1,NA,2006
4,NA,0,0,43,2,8,0,1,6,10,1,1,1,1,NA,2006
4,NA,0,0,36,4,6,1,2,8,5,1,1,1,1,NA,2006
4,NA,0,1,44,1,8,0,2,6,10,5,0,1,1,NA,2006
4,NA,0,0,33,3,6,1,2,6,5,1,1,1,1,NA,2006
4,NA,0,1,42,1,6,1,1,7,1,5,0,1,1,NA,2006
3,NA,0,1,44,3,8,0,1,6,3,2,1,1,1,NA,2006
-1,NA,0,1,65,2,6,1,1,1,-1,3,1,5,0,NA,2006
4,NA,0,0,18,7,6,1,2,8,1,7,0,6,0,NA,2006
4,NA,0,1,46,8,0,0,3,9,7,1,1,1,1,NA,2006
4,NA,0,0,55,2,6,1,1,3,10,2,1,1,1,NA,2006
2,NA,1,1,33,3,6,1,1,2,-1,5,0,1,1,NA,2006
2,NA,1,0,32,3,6,1,1,6,10,-2,1,1,1,NA,2006
2,NA,1,0,58,3,6,1,1,7,-1,-2,1,1,1,NA,2006
1,NA,1,1,27,3,6,1,2,2,-1,5,0,1,1,NA,2006
-1,NA,0,0,53,3,6,1,1,3,10,3,1,1,1,NA,2006
1,NA,1,0,40,3,6,1,1,7,10,1,1,2,0,NA,2006
4,NA,0,1,54,3,6,1,1,6,-1,5,0,1,1,NA,2006
3,NA,0,0,35,3,6,1,1,7,10,2,1,1,1,NA,2006
3,NA,0,0,41,3,6,1,2,3,10,3,1,1,1,NA,2006
2,NA,1,1,32,3,6,1,1,2,-1,5,0,1,1,NA,2006
-1,NA,0,1,74,1,6,1,1,1,-1,5,0,1,1,NA,2006
3,NA,0,0,62,3,6,1,1,2,-1,-2,1,1,1,NA,2006
4,NA,0,1,37,4,6,1,1,7,-1,5,0,1,1,NA,2006
2,NA,1,0,59,3,6,1,1,2,10,-2,1,1,1,NA,2006
-1,NA,0,1,60,4,6,1,1,3,-1,5,0,1,1,NA,2006
-1,NA,0,1,33,3,5,0,1,3,-1,5,0,1,1,NA,2006
-1,NA,0,1,61,2,6,1,1,2,-1,5,0,1,1,NA,2006
-1,NA,0,1,34,3,6,1,1,6,-1,5,0,1,1,NA,2006
-1,NA,0,0,35,3,6,1,1,3,-1,3,1,1,1,NA,2006
-1,NA,0,1,42,4,6,1,1,7,-1,5,0,1,1,NA,2006
4,NA,0,0,52,3,6,1,1,6,10,3,1,1,1,NA,2006
-1,NA,0,1,40,2,6,1,1,1,-1,5,0,1,1,NA,2006
4,NA,0,0,52,3,6,1,1,7,5,1,1,1,1,NA,2006
2,NA,1,1,52,3,6,1,1,6,-1,5,0,1,1,NA,2006
-1,NA,0,1,44,3,6,1,1,2,-1,5,0,1,1,NA,2006
2,NA,1,0,26,3,6,1,1,6,10,3,1,1,1,NA,2006
3,NA,0,0,35,3,6,1,1,6,10,2,1,6,0,NA,2006
1,NA,1,0,30,4,6,1,1,8,3,3,1,1,1,NA,2006
3,NA,0,0,28,3,6,1,2,7,-1,3,1,1,1,NA,2006
3,NA,0,0,70,2,6,1,1,2,-1,3,1,1,1,NA,2006
2,NA,1,0,36,3,6,1,1,7,5,3,1,1,1,NA,2006
-1,NA,0,1,35,3,6,1,1,3,-1,5,0,1,1,NA,2006
-1,NA,0,1,35,2,6,1,1,7,-1,5,0,1,1,NA,2006
-1,NA,0,1,35,2,6,1,1,6,-1,5,0,1,1,NA,2006
-1,NA,0,1,70,4,6,1,1,1,-1,5,0,5,0,NA,2006
2,NA,1,0,25,3,6,1,2,6,-1,2,1,6,0,NA,2006
3,NA,0,0,93,3,6,1,1,7,3,-2,1,1,1,NA,2006
-1,NA,0,1,56,2,6,1,1,1,-1,-2,1,6,0,NA,2006
3,NA,0,0,33,3,6,1,2,9,1,1,1,1,1,NA,2006
2,NA,1,1,33,5,6,1,1,7,10,7,0,6,0,NA,2006
3,NA,0,0,29,5,6,1,3,9,7,3,1,1,1,NA,2006
3,NA,0,1,64,2,6,1,3,1,3,7,0,5,0,NA,2006
3,NA,0,0,44,5,4,0,2,6,5,3,1,1,1,NA,2006
3,NA,0,0,53,5,6,1,2,3,5,7,0,1,1,NA,2006
1,NA,1,0,56,6,-2,0,2,6,5,2,1,1,1,NA,2006
2,NA,1,1,31,6,6,1,2,6,10,5,0,1,1,NA,2006
1,NA,1,0,49,5,8,0,3,8,5,1,1,1,1,NA,2006
3,NA,0,0,49,4,6,1,3,7,5,3,1,1,1,NA,2006
3,NA,0,0,71,4,6,1,3,1,5,7,0,1,1,NA,2006
3,NA,0,1,49,3,6,1,3,1,3,7,0,1,1,NA,2006
3,NA,0,1,37,2,6,1,1,1,5,7,0,1,1,NA,2006
3,NA,0,1,81,5,6,1,1,1,3,7,0,1,1,NA,2006
4,NA,0,0,80,4,6,1,1,3,3,3,1,1,1,NA,2006
3,NA,0,0,38,6,6,1,3,7,1,3,1,1,1,NA,2006
3,NA,0,0,35,6,6,1,4,8,10,1,1,1,1,NA,2006
3,NA,0,0,33,4,6,1,4,7,1,7,0,1,1,NA,2006
2,NA,1,0,29,1,6,1,3,3,-1,3,1,1,1,NA,2006
3,NA,0,0,35,2,6,1,2,8,7,3,1,1,1,NA,2006
3,NA,0,1,24,3,6,1,3,7,10,8,0,1,1,NA,2006
3,NA,0,0,65,2,6,1,3,1,-1,3,1,1,1,NA,2006
3,NA,0,0,30,1,6,1,3,2,-1,3,1,1,1,NA,2006
3,NA,0,0,42,1,6,1,3,3,-1,-2,1,1,1,NA,2006
3,NA,0,0,43,2,6,1,3,1,-1,3,1,4,0,NA,2006
-1,NA,0,0,30,1,6,1,-1,2,-1,3,1,1,1,NA,2006
-1,NA,0,0,30,1,6,1,2,3,-1,3,1,1,1,NA,2006
-1,NA,0,1,30,1,-2,0,2,1,-1,5,0,1,1,NA,2006
3,NA,0,0,48,2,7,0,3,3,1,1,1,1,1,NA,2006
3,NA,0,0,62,1,6,1,1,6,1,4,0,1,1,NA,2006
3,NA,0,1,60,2,6,1,1,2,-1,5,0,1,1,NA,2006
3,NA,0,0,30,2,6,1,3,6,10,3,1,1,1,NA,2006
3,NA,0,0,71,2,6,1,2,6,1,-2,1,1,1,NA,2006
3,NA,0,1,22,4,6,1,1,9,1,7,0,6,0,NA,2006
3,NA,0,0,31,2,6,1,2,6,1,3,1,1,1,NA,2006
4,NA,0,0,60,1,6,1,3,1,-1,-2,1,1,1,NA,2006
3,NA,0,1,60,5,9,0,1,1,5,5,0,2,0,NA,2006
2,NA,1,1,45,4,9,0,1,7,5,5,0,1,1,NA,2006
2,NA,1,1,34,5,9,0,2,9,5,5,0,1,1,NA,2006
-1,NA,0,1,23,5,6,1,1,8,-1,5,0,1,1,NA,2006
2,NA,1,0,82,3,9,0,2,3,5,8,0,5,0,NA,2006
2,NA,1,0,52,4,9,0,1,7,3,1,1,1,1,NA,2006
1,NA,1,1,28,7,9,0,1,3,-1,5,0,1,1,NA,2006
1,NA,1,0,35,5,9,0,1,8,5,8,0,1,1,NA,2006
2,NA,1,0,34,3,9,0,2,9,5,3,1,1,1,NA,2006
3,NA,0,1,26,5,9,0,1,8,5,5,0,1,1,NA,2006
2,NA,1,1,37,5,9,0,1,7,5,5,0,1,1,NA,2006
2,NA,1,1,80,8,9,0,1,1,5,5,0,1,1,NA,2006
1,NA,1,0,21,3,9,0,2,8,5,1,1,6,0,NA,2006
2,NA,1,0,27,5,6,1,1,9,5,3,1,1,1,NA,2006
2,NA,1,0,26,6,6,1,3,8,-1,3,1,1,1,NA,2006
-1,NA,0,1,31,6,6,1,1,7,-1,5,0,1,1,NA,2006
2,NA,1,1,33,7,6,1,1,7,-1,5,0,1,1,NA,2006
-1,NA,0,0,27,4,6,1,2,6,-1,-2,1,1,1,NA,2006
2,NA,1,0,44,6,9,0,2,6,-1,3,1,1,1,NA,2006
2,NA,1,1,22,6,9,0,2,8,-1,-2,1,6,0,NA,2006
2,NA,1,0,59,6,9,0,1,2,10,3,1,1,1,NA,2006
-1,NA,0,1,58,3,9,0,1,1,-1,5,0,1,1,NA,2006
-1,NA,0,1,36,4,6,1,1,3,-1,5,0,1,1,NA,2006
2,NA,1,0,26,7,9,0,2,8,-1,3,1,1,1,NA,2006
2,NA,1,0,23,3,6,1,3,7,-1,3,1,6,0,NA,2006
2,NA,1,1,29,3,9,0,2,6,-1,5,0,1,1,NA,2006
2,NA,1,0,29,4,9,0,2,7,5,1,1,1,1,NA,2006
2,NA,1,0,51,9,9,0,1,6,-1,1,1,1,1,NA,2006
1,NA,1,0,50,7,9,0,2,1,5,4,0,1,1,NA,2006
1,NA,1,0,62,4,9,0,2,1,5,4,0,1,1,NA,2006
2,NA,1,1,58,3,9,0,1,6,5,5,0,1,1,NA,2006
2,NA,1,0,51,6,9,0,1,7,-1,4,0,1,1,NA,2006
1,NA,1,1,75,7,5,0,1,1,5,5,0,1,1,NA,2006
2,NA,1,0,60,8,9,0,1,1,-1,3,1,1,1,NA,2006
2,NA,1,1,40,4,6,1,1,7,5,5,0,5,0,NA,2006
1,NA,1,0,86,4,9,0,1,1,5,7,0,1,1,NA,2006
2,NA,1,0,28,4,9,0,2,8,5,3,1,1,1,NA,2006
2,NA,1,0,60,6,9,0,1,8,-1,4,0,1,1,NA,2006
-1,NA,0,1,28,2,9,0,1,1,-1,5,0,1,1,NA,2006
2,NA,1,0,23,3,6,1,4,8,-1,7,0,6,0,NA,2006
2,NA,1,0,21,3,9,0,2,8,-1,7,0,1,1,NA,2006
-1,NA,0,0,65,2,6,1,3,1,-1,3,1,1,1,NA,2006
-1,NA,0,1,49,4,9,0,1,1,-1,5,0,1,1,NA,2006
2,NA,1,0,38,7,6,1,2,9,5,1,1,1,1,NA,2006
2,NA,1,0,88,6,9,0,1,3,-1,3,1,1,1,NA,2006
2,NA,1,1,38,7,9,0,1,6,-1,5,0,1,1,NA,2006
-1,NA,0,0,30,3,5,0,2,7,-1,3,1,1,1,NA,2006
2,NA,1,1,20,6,9,0,1,8,-1,7,0,6,0,NA,2006
2,NA,1,0,46,8,9,0,1,6,-1,3,1,1,1,NA,2006
2,NA,1,0,39,5,6,1,1,7,-1,1,1,1,1,NA,2006
4,NA,0,0,48,4,6,1,1,8,10,3,1,1,1,NA,2006
3,NA,0,1,52,2,6,1,2,3,-1,5,0,6,0,NA,2006
1,NA,1,0,32,3,6,1,1,6,7,1,1,1,1,NA,2006
1,NA,1,1,30,4,6,1,1,9,10,1,1,1,1,NA,2006
-1,NA,0,1,83,1,6,1,-1,3,10,5,0,5,0,NA,2006
-1,NA,0,1,32,2,6,1,1,3,10,5,0,1,1,NA,2006
3,NA,0,0,65,1,6,1,1,3,10,7,0,1,1,NA,2006
1,NA,1,0,60,4,6,1,1,8,-1,1,1,1,1,NA,2006
-1,NA,0,1,34,3,6,1,1,6,1,5,0,1,1,NA,2006
2,NA,1,1,35,3,6,1,1,6,7,5,0,1,1,NA,2006
1,NA,1,1,40,1,6,1,1,1,-1,5,0,5,0,NA,2006
2,NA,1,0,19,1,6,1,1,8,1,1,1,6,0,NA,2006
1,NA,1,1,38,3,6,1,1,3,-1,5,0,1,1,NA,2006
1,NA,1,0,32,1,6,1,4,7,-1,7,0,1,1,NA,2006
2,NA,1,0,40,5,6,1,1,1,1,8,0,1,1,NA,2006
1,NA,1,0,30,1,6,1,1,1,-1,1,1,1,1,NA,2006
1,NA,1,0,21,2,8,0,1,9,3,1,1,1,1,NA,2006
-1,NA,0,0,25,4,6,1,1,-1,-1,3,1,5,0,NA,2006
1,NA,1,0,35,5,6,1,1,8,7,3,1,1,1,NA,2006
1,NA,1,1,25,3,6,1,1,8,3,5,0,1,1,NA,2006
3,NA,0,0,30,4,6,1,1,6,-1,1,1,1,1,NA,2006
-1,NA,0,1,30,4,6,1,1,7,-1,5,0,1,1,NA,2006
3,NA,0,0,35,5,9,0,1,9,5,1,1,1,1,NA,2006
-1,NA,0,0,21,4,6,1,1,8,-1,1,1,6,0,NA,2006
3,NA,0,0,31,4,6,1,1,6,-1,3,1,6,0,NA,2006
1,NA,1,0,47,6,6,1,1,6,5,3,1,1,1,NA,2006
-1,NA,0,0,32,5,6,1,1,7,-1,3,1,1,1,NA,2006
-1,NA,0,0,75,3,9,0,1,7,10,3,1,1,1,NA,2006
-1,NA,0,1,20,4,6,1,2,8,-1,8,0,1,1,NA,2006
1,NA,1,0,44,6,9,0,1,7,-1,1,1,1,1,NA,2006
1,NA,1,0,35,4,-2,0,1,9,5,3,1,1,1,NA,2006
-1,NA,0,0,38,4,6,1,1,8,-1,1,1,1,1,NA,2006
1,NA,1,0,29,5,9,0,1,9,-1,3,1,6,0,NA,2006
-1,NA,0,0,42,5,9,0,1,7,-1,3,1,1,1,NA,2006
1,NA,1,0,37,5,6,1,1,9,-1,1,1,1,1,NA,2006
1,NA,1,0,47,6,9,0,1,8,1,1,1,1,1,NA,2006
3,NA,0,0,43,5,6,1,1,6,-1,3,1,1,1,NA,2006
1,NA,1,0,33,3,6,1,1,9,-1,1,1,1,1,NA,2006
-1,NA,0,0,34,1,-2,0,2,9,5,2,1,1,1,NA,2006
2,NA,1,0,45,3,6,1,3,6,-1,3,1,2,0,NA,2006
3,NA,0,0,35,4,6,1,3,9,-1,1,1,2,0,NA,2006
3,NA,0,0,45,2,8,0,2,6,-1,2,1,2,0,NA,2006
-1,NA,0,0,31,1,6,1,2,3,-1,2,1,2,0,NA,2006
-1,NA,0,0,68,2,8,0,2,3,-1,2,1,2,0,NA,2006
-1,NA,0,1,70,3,6,1,2,1,-1,5,0,2,0,NA,2006
-1,NA,0,0,50,1,8,0,2,6,-1,2,1,2,0,NA,2006
-1,NA,0,1,74,1,8,0,3,1,-1,5,0,2,0,NA,2006
3,NA,0,1,25,4,6,1,3,7,-1,5,0,2,0,NA,2006
-1,NA,0,1,58,3,6,1,3,1,3,5,0,2,0,NA,2006
-1,NA,0,0,60,4,6,1,2,2,1,2,1,2,0,NA,2006
-1,NA,0,1,55,1,-2,0,3,1,7,5,0,2,0,NA,2006
3,NA,0,0,50,5,6,1,1,9,-1,1,1,2,0,NA,2006
2,NA,1,0,30,5,6,1,2,9,-1,3,1,1,1,NA,2006
-1,NA,0,1,30,8,6,1,1,8,-1,5,0,1,1,NA,2006
-1,NA,0,0,52,3,6,1,2,1,-1,2,1,1,1,NA,2006
2,NA,1,1,29,5,6,1,1,7,-1,5,0,1,1,NA,2006
-1,NA,0,0,50,4,8,0,2,1,7,1,1,1,1,NA,2006
2,NA,1,1,24,5,6,1,4,9,-1,5,0,1,1,NA,2006
2,NA,1,0,38,6,6,1,1,1,-1,1,1,1,1,NA,2006
2,NA,1,1,30,6,8,0,1,7,-1,5,0,1,1,NA,2006
2,NA,1,1,39,6,6,1,1,1,-1,5,0,1,1,NA,2006
-1,NA,0,1,29,6,6,1,1,7,-1,5,0,1,1,NA,2006
-1,NA,0,1,43,4,6,1,1,1,-1,5,0,1,1,NA,2006
1,NA,1,0,49,7,6,1,1,3,7,8,0,1,1,NA,2006
2,NA,1,0,34,3,6,1,2,6,-1,1,1,1,1,NA,2006
-1,NA,0,1,27,1,6,1,3,2,-1,2,1,2,0,NA,2006
-1,NA,0,0,24,1,6,1,3,1,-1,2,1,2,0,NA,2006
-1,NA,0,1,74,1,6,1,3,1,-1,5,0,2,0,NA,2006
-1,NA,0,1,34,1,6,1,2,1,-1,2,1,2,0,NA,2006
-1,NA,0,0,40,1,6,1,3,1,5,2,1,2,0,NA,2006
-1,NA,0,1,35,1,6,1,4,1,3,2,1,2,0,NA,2006
-1,NA,0,0,45,2,6,1,3,1,1,2,1,2,0,NA,2006
-1,NA,0,1,33,1,6,1,3,1,3,2,1,2,0,NA,2006
-1,NA,0,1,45,1,6,1,3,1,10,2,1,2,0,NA,2006
-1,NA,0,1,40,1,6,1,2,1,10,2,1,2,0,NA,2006
-1,NA,0,0,55,1,6,1,-1,1,5,2,1,1,1,NA,2006
-1,NA,0,1,35,1,6,1,2,1,3,2,1,2,0,NA,2006
-1,NA,0,0,50,2,6,1,3,1,3,2,1,2,0,NA,2006
-1,NA,0,1,45,3,6,1,1,1,-1,5,0,1,1,NA,2006
2,NA,1,0,45,4,6,1,1,1,-1,1,1,1,1,NA,2006
1,NA,1,0,25,4,6,1,2,9,5,1,1,1,1,NA,2006
2,NA,1,0,35,3,8,0,1,7,-1,2,1,1,1,NA,2006
2,NA,1,1,40,3,8,0,1,1,-1,5,0,1,1,NA,2006
2,NA,1,0,49,4,8,0,3,1,-1,2,1,1,1,NA,2006
1,NA,1,0,35,7,6,1,1,9,5,1,1,1,1,NA,2006
-1,NA,0,1,40,8,6,1,2,1,-1,5,0,1,1,NA,2006
2,NA,1,0,33,3,8,0,3,1,-1,2,1,1,1,NA,2006
2,NA,1,1,35,3,6,1,2,1,-1,5,0,1,1,NA,2006
1,NA,1,0,58,4,6,1,2,1,-1,1,1,1,1,NA,2006
2,NA,1,1,34,3,6,1,2,1,-1,5,0,1,1,NA,2006
2,NA,1,0,25,4,6,1,2,9,7,5,0,1,1,NA,2006
-1,NA,0,1,65,10,6,1,3,1,-1,5,0,1,1,NA,2006
-1,NA,0,1,22,10,6,1,3,7,-1,5,0,1,1,NA,2006
-1,NA,0,0,45,8,6,1,2,1,-1,2,1,1,1,NA,2006
-1,NA,0,0,29,10,6,1,3,9,5,7,0,1,1,NA,2006
-1,NA,0,0,49,8,6,1,3,1,-1,2,1,1,1,NA,2006
-1,NA,0,0,50,8,6,1,3,1,-1,5,0,1,1,NA,2006
-1,NA,0,1,30,8,6,1,3,7,-1,2,1,1,1,NA,2006
-1,NA,0,1,34,6,6,1,3,1,-1,8,0,1,1,NA,2006
-1,NA,0,0,32,8,6,1,3,1,5,3,1,1,1,NA,2006
-1,NA,0,0,30,8,6,1,2,8,-1,2,1,1,1,NA,2006
-1,NA,0,0,59,1,6,1,-1,1,-1,2,1,1,1,NA,2006
-1,NA,0,0,50,5,6,1,3,1,-1,2,1,1,1,NA,2006
-1,NA,0,1,20,8,6,1,3,-1,-1,5,0,1,1,NA,2006
-1,NA,0,1,50,1,6,1,4,1,-1,2,1,1,1,NA,2006
-1,NA,0,0,23,6,6,1,3,8,-1,7,0,2,0,NA,2006
-1,NA,0,0,34,1,5,0,4,3,-1,2,1,1,1,NA,2006
-1,NA,0,0,25,6,6,1,3,8,-1,3,1,1,1,NA,2006
-1,NA,0,0,45,5,6,1,4,1,-1,2,1,1,1,NA,2006
-1,NA,0,1,65,1,6,1,-1,1,-1,2,1,1,1,NA,2006
-1,NA,0,0,50,5,6,1,3,1,-1,2,1,1,1,NA,2006
-1,NA,0,0,30,5,6,1,-1,8,3,5,0,1,1,NA,2006
-1,NA,0,0,60,5,6,1,3,1,-1,2,1,1,1,NA,2006
-1,NA,0,0,50,6,6,1,2,1,-1,2,1,1,1,NA,2006
-1,NA,0,0,57,1,9,0,-1,1,-1,2,1,1,1,NA,2006
-1,NA,0,0,57,10,6,1,-1,1,-1,2,1,1,1,NA,2006
-1,NA,0,1,55,1,6,1,2,7,-1,2,1,1,1,NA,2006
-1,NA,0,0,32,5,6,1,2,1,-1,8,0,1,1,NA,2006
2,NA,1,0,21,3,6,1,4,7,3,8,0,2,0,NA,2006
-1,NA,0,1,69,4,6,1,4,1,-1,5,0,1,1,NA,2006
-1,NA,0,1,37,4,6,1,2,1,-1,5,0,1,1,NA,2006
-1,NA,0,1,46,5,6,1,2,1,-1,5,0,1,1,NA,2006
4,NA,0,1,42,4,6,1,4,1,-1,5,0,1,1,NA,2006
-1,NA,0,1,24,4,6,1,3,6,-1,5,0,1,1,NA,2006
2,NA,1,0,21,5,6,1,1,8,10,1,1,2,0,NA,2006
2,NA,1,0,33,4,6,1,3,1,1,1,1,1,1,NA,2006
2,NA,1,1,52,5,6,1,3,1,-1,5,0,1,1,NA,2006
2,NA,1,0,38,5,6,1,3,1,1,1,1,1,1,NA,2006
2,NA,1,1,32,5,6,1,3,1,3,5,0,1,1,NA,2006
2,NA,1,0,24,4,8,0,3,7,-1,3,1,1,1,NA,2006
-1,NA,0,1,56,3,6,1,2,1,-1,5,0,1,1,NA,2006
-1,NA,0,1,58,4,6,1,4,1,-1,5,0,1,1,NA,2006
-1,NA,0,0,75,3,6,1,4,1,-1,3,1,1,1,NA,2006
4,NA,0,0,33,5,6,1,4,1,5,3,1,1,1,NA,2006
-1,NA,0,0,74,5,6,1,4,1,-1,8,0,1,1,NA,2006
-1,NA,0,1,47,4,6,1,4,1,5,5,0,1,1,NA,2006
-1,NA,0,1,55,4,6,1,2,1,-1,5,0,1,1,NA,2006
3,NA,0,0,25,5,6,1,2,7,5,1,1,1,1,NA,2006
2,NA,1,0,42,3,6,1,2,1,3,3,1,1,1,NA,2006
3,NA,0,0,42,4,6,1,3,1,5,5,0,1,1,NA,2006
2,NA,1,1,23,4,6,1,4,8,3,1,1,2,0,NA,2006
2,NA,1,0,32,4,6,1,3,3,1,1,1,1,1,NA,2006
-1,NA,0,1,37,5,6,1,4,1,1,5,0,1,1,NA,2006
4,NA,0,0,25,1,6,1,1,7,-1,1,1,1,1,NA,2006
4,NA,0,0,27,1,6,1,3,3,-1,1,1,1,1,NA,2006
3,NA,0,0,72,1,6,1,3,1,-1,1,1,1,1,NA,2006
4,NA,0,1,40,1,6,1,4,1,-1,5,0,1,1,NA,2006
3,NA,0,1,62,1,6,1,3,1,-1,5,0,1,1,NA,2006
-1,NA,0,0,20,1,6,1,3,7,-1,1,1,6,0,NA,2006
-1,NA,0,0,37,1,6,1,3,3,-1,1,1,1,1,NA,2006
3,NA,0,1,29,1,6,1,2,1,-1,5,0,1,1,NA,2006
3,NA,0,1,35,1,6,1,4,1,-1,5,0,1,1,NA,2006
3,NA,0,0,33,1,6,1,3,1,-1,1,1,1,1,NA,2006
3,NA,0,1,55,1,6,1,3,1,-1,5,0,1,1,NA,2006
-1,NA,0,1,56,1,6,1,3,1,-1,5,0,1,1,NA,2006
-1,NA,0,1,25,1,6,1,3,1,-1,5,0,1,1,NA,2006
3,NA,0,1,38,1,6,1,2,2,-1,5,0,1,1,NA,2006
3,NA,0,0,47,4,5,0,1,7,1,3,1,1,1,NA,2006
3,NA,0,0,55,2,5,0,1,7,5,1,1,1,1,NA,2006
4,NA,0,0,20,7,5,0,2,8,-1,8,0,6,0,NA,2006
4,NA,0,0,24,4,5,0,1,9,-1,7,0,6,0,NA,2006
4,NA,0,0,57,4,6,1,3,9,1,1,1,1,1,NA,2006
4,NA,0,0,20,7,5,0,2,8,-1,8,0,6,0,NA,2006
4,NA,0,0,40,1,5,0,1,2,10,1,1,1,1,NA,2006
4,NA,0,0,24,3,5,0,1,9,-1,7,0,6,0,NA,2006
4,NA,0,0,31,4,5,0,1,9,-1,1,1,1,1,NA,2006
3,NA,0,1,32,6,5,0,1,9,-1,5,0,1,1,NA,2006
3,NA,0,0,23,7,5,0,2,9,-1,8,0,6,0,NA,2006
4,NA,0,0,57,7,5,0,1,9,1,1,1,1,1,NA,2006
-1,NA,0,1,30,1,5,0,2,1,-1,5,0,1,1,NA,2006
-1,NA,0,0,31,2,6,1,2,9,-1,1,1,1,1,NA,2006
-1,NA,0,1,29,1,8,0,2,3,-1,5,0,1,1,NA,2006
-1,NA,0,0,48,1,6,1,2,6,-1,1,1,1,1,NA,2006
1,NA,1,1,25,2,5,0,2,8,-1,5,0,1,1,NA,2006
-1,NA,0,0,42,1,6,1,2,1,-1,2,1,1,1,NA,2006
-1,NA,0,1,60,1,9,0,-1,-1,-1,2,1,1,1,NA,2006
-1,NA,0,0,54,2,5,0,1,7,-1,1,1,2,0,NA,2006
-1,NA,0,0,30,3,9,0,2,-1,-1,1,1,2,0,NA,2006
-1,NA,0,0,24,2,-2,0,3,3,-1,7,0,6,0,NA,2006
2,NA,1,0,27,2,5,0,1,3,-1,1,1,2,0,NA,2006
-1,NA,0,0,60,1,-2,0,2,-1,-1,2,1,1,1,NA,2006
-1,NA,0,0,53,1,6,1,2,-1,-1,1,1,2,0,NA,2006
3,NA,0,1,50,2,6,1,1,1,1,2,1,1,1,NA,2006
3,NA,0,0,49,3,6,1,1,3,10,1,1,1,1,NA,2006
2,NA,1,1,63,2,6,1,2,1,10,8,0,1,1,NA,2006
2,NA,1,0,52,3,6,1,2,2,10,1,1,1,1,NA,2006
3,NA,0,1,35,2,6,1,1,6,10,7,0,1,1,NA,2006
3,NA,0,1,47,3,6,1,1,3,10,7,0,1,1,NA,2006
3,NA,0,0,58,4,6,1,1,2,10,7,0,1,1,NA,2006
3,NA,0,1,32,3,6,1,1,9,10,1,1,1,1,NA,2006
3,NA,0,1,50,4,6,1,1,2,10,7,0,1,1,NA,2006
3,NA,0,1,37,3,6,1,1,7,10,7,0,1,1,NA,2006
3,NA,0,0,32,3,6,1,2,8,10,1,1,1,1,NA,2006
3,NA,0,0,31,3,6,1,1,9,10,2,1,6,0,NA,2006
3,NA,0,0,30,4,6,1,1,8,10,1,1,1,1,NA,2006
3,NA,0,0,24,2,6,1,2,9,10,1,1,6,0,NA,2006
3,NA,0,1,25,2,6,1,3,9,5,2,1,1,1,NA,2006
3,NA,0,1,42,2,6,1,3,7,7,7,0,1,1,NA,2006
4,NA,0,1,41,2,8,0,2,6,10,5,0,1,1,NA,2006
3,NA,0,1,58,3,6,1,3,3,5,5,0,1,1,NA,2006
3,NA,0,0,28,2,6,1,4,9,5,1,1,1,1,NA,2006
4,NA,0,1,30,2,6,1,1,8,7,2,1,1,1,NA,2006
3,NA,0,0,37,2,8,0,1,8,-1,1,1,1,1,NA,2006
4,NA,0,1,49,2,4,0,3,7,7,1,1,1,1,NA,2006
1,NA,1,0,25,3,6,1,3,9,-1,1,1,6,0,NA,2006
1,NA,1,1,28,2,6,1,3,9,-1,1,1,6,0,NA,2006
3,NA,0,0,47,2,8,0,1,7,-1,1,1,1,1,NA,2006
3,NA,0,0,40,3,8,0,1,7,1,1,1,1,1,NA,2006
2,NA,1,1,26,2,6,1,1,9,10,1,1,1,1,NA,2006
4,NA,0,0,24,3,6,1,2,9,5,3,1,6,0,NA,2006
2,NA,1,0,45,2,6,1,2,1,10,5,0,1,1,NA,2006
